Año,Mes,País destino,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,Latitud - Longitud
2012,Mayo,Desconocido,99999,0,1,,1,"(3.541112,-76.384584)"
2012,Mayo,Desconocido,99999,5,11,,16,"(4.697144,-74.140516)"
2012,Junio,Afganistán,4,2,44,,46,"(4.697144,-74.140516)"
2012,Junio,Afganistán,4,0,1,,1,"(6.171601,-75.427454)"
2012,Junio,Alemania,276,2,0,,2,"(0.814836,-77.662532)"
2012,Junio,Alemania,276,1,2,,3,"(10.445761,-75.516429)"
2012,Junio,Alemania,276,1,2,,3,"(10.886611,-74.776708)"
2012,Junio,Alemania,276,19,21,,40,"(3.541112,-76.384584)"
2012,Junio,Alemania,276,1392,1209,,2601,"(4.697144,-74.140516)"
2012,Junio,Alemania,276,1,0,,1,"(4.815061,-75.736532)"
2012,Junio,Alemania,276,29,26,,55,"(6.171601,-75.427454)"
2012,Junio,Angola,24,4,15,,19,"(4.697144,-74.140516)"
2012,Junio,Países Bajos,528,1,1,,2,"(10.445761,-75.516429)"
2012,Junio,Países Bajos,528,0,3,,3,"(10.886611,-74.776708)"
2012,Junio,Países Bajos,528,0,2,,2,"(11.247723,-74.213989)"
2012,Junio,Países Bajos,528,50,28,,78,"(3.541112,-76.384584)"
2012,Junio,Países Bajos,528,154,108,,262,"(4.697144,-74.140516)"
2012,Junio,Países Bajos,528,1,0,,1,"(4.815061,-75.736532)"
2012,Junio,Países Bajos,528,54,59,,113,"(6.171601,-75.427454)"
2012,Junio,Arabia Saudita,682,0,1,,1,"(10.445761,-75.516429)"
2012,Junio,Arabia Saudita,682,0,2,,2,"(3.541112,-76.384584)"
2012,Junio,Arabia Saudita,682,4,21,,25,"(4.697144,-74.140516)"
2012,Junio,Arabia Saudita,682,0,1,,1,"(6.171601,-75.427454)"
2012,Junio,Argelia,12,0,4,,4,"(4.697144,-74.140516)"
2012,Junio,Argelia,12,0,1,,1,"(6.171601,-75.427454)"
2012,Junio,Argentina,32,6,18,,24,"(0.814836,-77.662532)"
2012,Junio,Argentina,32,19,17,,36,"(10.445761,-75.516429)"
2012,Junio,Argentina,32,47,38,,85,"(10.886611,-74.776708)"
2012,Junio,Argentina,32,0,1,,1,"(12.586067,-81.702563)"
2012,Junio,Argentina,32,141,160,,301,"(3.541112,-76.384584)"
2012,Junio,Argentina,32,2427,2205,,4632,"(4.697144,-74.140516)"
2012,Junio,Argentina,32,18,26,,44,"(4.815061,-75.736532)"
2012,Junio,Argentina,32,221,179,,400,"(6.171601,-75.427454)"
2012,Junio,Argentina,32,25,21,,46,"(7.128456,-73.183637)"
2012,Junio,Argentina,32,2,1,,3,"(7.927209,-72.507910)"
2012,Junio,Aruba,533,0,1,,1,"(10.445761,-75.516429)"
2012,Junio,Aruba,533,20,9,,29,"(10.886611,-74.776708)"
2012,Junio,Aruba,533,68,78,,146,"(11.528919,-72.919681)"
2012,Junio,Aruba,533,50,40,,90,"(3.541112,-76.384584)"
2012,Junio,Aruba,533,1243,1102,,2345,"(4.697144,-74.140516)"
2012,Junio,Aruba,533,11,7,,18,"(4.815061,-75.736532)"
2012,Junio,Aruba,533,124,92,,216,"(6.171601,-75.427454)"
2012,Junio,Aruba,533,13,17,,30,"(7.128456,-73.183637)"
2012,Junio,Aruba,533,0,2,,2,"(7.927209,-72.507910)"
2012,Junio,Australia,36,3,1,,4,"(10.445761,-75.516429)"
2012,Junio,Australia,36,2,1,,3,"(10.886611,-74.776708)"
2012,Junio,Australia,36,11,2,,13,"(3.541112,-76.384584)"
2012,Junio,Australia,36,172,142,,314,"(4.697144,-74.140516)"
2012,Junio,Australia,36,1,1,,2,"(4.815061,-75.736532)"
2012,Junio,Australia,36,26,32,,58,"(6.171601,-75.427454)"
2012,Junio,Australia,36,1,0,,1,"(7.128456,-73.183637)"
2012,Junio,Austria,40,2,0,,2,"(3.541112,-76.384584)"
2012,Junio,Austria,40,45,28,,73,"(4.697144,-74.140516)"
2012,Junio,Azerbaiyán,31,0,3,,3,"(4.697144,-74.140516)"
2012,Junio,Bahamas,44,1,5,,6,"(10.445761,-75.516429)"
2012,Junio,Bahamas,44,7,3,,10,"(10.886611,-74.776708)"
2012,Junio,Bahamas,44,23,24,,47,"(3.541112,-76.384584)"
2012,Junio,Bahamas,44,44,50,,94,"(4.697144,-74.140516)"
2012,Junio,Bahamas,44,4,5,,9,"(4.815061,-75.736532)"
2012,Junio,Bahamas,44,51,47,,98,"(6.171601,-75.427454)"
2012,Junio,Bahamas,44,7,1,,8,"(7.927209,-72.507910)"
2012,Junio,Bahréin,48,1,1,,2,"(11.360009,-72.129330)"
2012,Junio,Bahréin,48,1,3,,4,"(4.697144,-74.140516)"
2012,Junio,Bahréin,48,1,0,,1,"(7.927209,-72.507910)"
2012,Junio,Barbados,52,2,0,,2,"(10.445761,-75.516429)"
2012,Junio,Barbados,52,1,12,,13,"(4.697144,-74.140516)"
2012,Junio,Barbados,52,2,0,,2,"(4.815061,-75.736532)"
2012,Junio,Barbados,52,0,1,,1,"(6.171601,-75.427454)"
2012,Junio,República de Belarús,112,1,2,,3,"(11.360009,-72.129330)"
2012,Junio,República de Belarús,112,0,2,,2,"(3.541112,-76.384584)"
2012,Junio,República de Belarús,112,1,1,,2,"(4.697144,-74.140516)"
2012,Junio,República de Belarús,112,1,0,,1,"(7.088729,-70.740253)"
2012,Junio,República de Belarús,112,9,9,,18,"(7.818934,-72.453226)"
2012,Junio,Bélgica,56,7,6,,13,"(3.541112,-76.384584)"
2012,Junio,Bélgica,56,64,42,,106,"(4.697144,-74.140516)"
2012,Junio,Bélgica,56,10,8,,18,"(6.171601,-75.427454)"
2012,Junio,Belice,84,1,1,,2,"(4.697144,-74.140516)"
2012,Junio,Bermudas/Territorio Británico de Ultramar,60,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Bermudas/Territorio Británico de Ultramar,60,1,0,,1,"(6.171601,-75.427454)"
2012,Junio,Bolivia,68,2,5,,7,"(0.814836,-77.662532)"
2012,Junio,Bolivia,68,2,3,,5,"(10.886611,-74.776708)"
2012,Junio,Bolivia,68,1,0,,1,"(12.586067,-81.702563)"
2012,Junio,Bolivia,68,11,17,,28,"(3.541112,-76.384584)"
2012,Junio,Bolivia,68,176,258,,434,"(4.697144,-74.140516)"
2012,Junio,Bolivia,68,10,15,,25,"(6.171601,-75.427454)"
2012,Junio,Bolivia,68,0,2,,2,"(7.128456,-73.183637)"
2012,Junio,Botsuana,72,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Brasil,76,82,161,,243,"(-4.197703,-69.941278)"
2012,Junio,Brasil,76,0,1,,1,"(10.408582,-75.538003)"
2012,Junio,Brasil,76,5,5,,10,"(10.445761,-75.516429)"
2012,Junio,Brasil,76,9,8,,17,"(10.886611,-74.776708)"
2012,Junio,Brasil,76,0,1,,1,"(12.586067,-81.702563)"
2012,Junio,Brasil,76,24,39,,63,"(3.541112,-76.384584)"
2012,Junio,Brasil,76,2233,2933,,5166,"(4.697144,-74.140516)"
2012,Junio,Brasil,76,0,2,,2,"(4.815061,-75.736532)"
2012,Junio,Brasil,76,48,60,,108,"(6.171601,-75.427454)"
2012,Junio,Brunei Darussalam,96,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Bulgaria,100,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Cabo Verde,132,0,2,,2,"(0.814836,-77.662532)"
2012,Junio,Islas Caimán/Territorio Británico de Ultramar,136,1,1,,2,"(10.445761,-75.516429)"
2012,Junio,Islas Caimán/Territorio Británico de Ultramar,136,21,8,,29,"(12.586067,-81.702563)"
2012,Junio,Islas Caimán/Territorio Británico de Ultramar,136,0,1,,1,"(13.3387613,-81.372937)"
2012,Junio,Islas Caimán/Territorio Británico de Ultramar,136,1,0,,1,"(3.541112,-76.384584)"
2012,Junio,Camboya,116,0,2,,2,"(4.697144,-74.140516)"
2012,Junio,Camerún,120,0,1,,1,"(3.541112,-76.384584)"
2012,Junio,Canadá,124,19,12,,31,"(10.445761,-75.516429)"
2012,Junio,Canadá,124,26,13,,39,"(10.886611,-74.776708)"
2012,Junio,Canadá,124,0,1,,1,"(12.586067,-81.702563)"
2012,Junio,Canadá,124,54,45,,99,"(3.541112,-76.384584)"
2012,Junio,Canadá,124,2,2,,4,"(4.452882,-75.766298)"
2012,Junio,Canadá,124,1447,1312,,2759,"(4.697144,-74.140516)"
2012,Junio,Canadá,124,2,6,,8,"(4.815061,-75.736532)"
2012,Junio,Canadá,124,143,120,,263,"(6.171601,-75.427454)"
2012,Junio,Canadá,124,9,3,,12,"(7.128456,-73.183637)"
2012,Junio,Canadá,124,1,1,,2,"(7.927209,-72.507910)"
2012,Junio,España,724,13,7,,20,"(10.445761,-75.516429)"
2012,Junio,España,724,1729,1085,,2814,"(3.541112,-76.384584)"
2012,Junio,España,724,1,0,,1,"(4.452882,-75.766298)"
2012,Junio,España,724,8397,6444,,14841,"(4.697144,-74.140516)"
2012,Junio,España,724,702,595,,1297,"(6.171601,-75.427454)"
2012,Junio,España,724,1,0,,1,"(7.128456,-73.183637)"
2012,Junio,República Democrática del Congo,180,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,República de Corea,410,1,1,,2,"(10.445761,-75.516429)"
2012,Junio,República de Corea,410,2,1,,3,"(10.886611,-74.776708)"
2012,Junio,República de Corea,410,19,32,,51,"(4.697144,-74.140516)"
2012,Junio,República de Corea,410,0,1,,1,"(6.171601,-75.427454)"
2012,Junio,Costa Rica,188,9,4,,13,"(10.445761,-75.516429)"
2012,Junio,Costa Rica,188,12,17,,29,"(10.886611,-74.776708)"
2012,Junio,Costa Rica,188,2,28,,30,"(12.5744111,-81.703935)"
2012,Junio,Costa Rica,188,2,3,,5,"(12.586067,-81.702563)"
2012,Junio,Costa Rica,188,39,41,,80,"(3.541112,-76.384584)"
2012,Junio,Costa Rica,188,811,966,,1777,"(4.697144,-74.140516)"
2012,Junio,Costa Rica,188,3,5,,8,"(4.815061,-75.736532)"
2012,Junio,Costa Rica,188,165,135,,300,"(6.171601,-75.427454)"
2012,Junio,Costa Rica,188,5,5,,10,"(7.128456,-73.183637)"
2012,Junio,Costa Rica,188,0,3,,3,"(7.927209,-72.507910)"
2012,Junio,Croacia,191,5,3,,8,"(4.697144,-74.140516)"
2012,Junio,Croacia,191,0,2,,2,"(6.171601,-75.427454)"
2012,Junio,Cuba,192,18,13,,31,"(10.445761,-75.516429)"
2012,Junio,Cuba,192,26,26,,52,"(10.886611,-74.776708)"
2012,Junio,Cuba,192,2,3,,5,"(12.586067,-81.702563)"
2012,Junio,Cuba,192,165,120,,285,"(3.541112,-76.384584)"
2012,Junio,Cuba,192,1095,832,,1927,"(4.697144,-74.140516)"
2012,Junio,Cuba,192,32,34,,66,"(4.815061,-75.736532)"
2012,Junio,Cuba,192,263,148,,411,"(6.171601,-75.427454)"
2012,Junio,Cuba,192,13,9,,22,"(7.128456,-73.183637)"
2012,Junio,Cuba,192,2,3,,5,"(7.927209,-72.507910)"
2012,Junio,Curazao,99999,6,5,,11,"(10.886611,-74.776708)"
2012,Junio,Curazao,99999,0,1,,1,"(11.247723,-74.213989)"
2012,Junio,Curazao,99999,7,2,,9,"(3.541112,-76.384584)"
2012,Junio,Curazao,99999,497,429,,926,"(4.697144,-74.140516)"
2012,Junio,Curazao,99999,2,3,,5,"(4.815061,-75.736532)"
2012,Junio,Curazao,99999,185,110,,295,"(6.171601,-75.427454)"
2012,Junio,República Checa,203,1,0,,1,"(3.541112,-76.384584)"
2012,Junio,República Checa,203,4,12,,16,"(4.697144,-74.140516)"
2012,Junio,República Checa,203,1,1,,2,"(6.171601,-75.427454)"
2012,Junio,Chile,152,14,18,,32,"(0.814836,-77.662532)"
2012,Junio,Chile,152,16,8,,24,"(10.445761,-75.516429)"
2012,Junio,Chile,152,23,14,,37,"(10.886611,-74.776708)"
2012,Junio,Chile,152,2,0,,2,"(12.586067,-81.702563)"
2012,Junio,Chile,152,304,219,,523,"(3.541112,-76.384584)"
2012,Junio,Chile,152,1966,1921,,3887,"(4.697144,-74.140516)"
2012,Junio,Chile,152,38,40,,78,"(4.815061,-75.736532)"
2012,Junio,Chile,152,156,112,,268,"(6.171601,-75.427454)"
2012,Junio,Chile,152,8,5,,13,"(7.128456,-73.183637)"
2012,Junio,Chile,152,1,1,,2,"(7.927209,-72.507910)"
2012,Junio,China,156,1,1,,2,"(10.445761,-75.516429)"
2012,Junio,China,156,1,4,,5,"(10.886611,-74.776708)"
2012,Junio,China,156,0,7,,7,"(3.541112,-76.384584)"
2012,Junio,China,156,270,404,,674,"(4.697144,-74.140516)"
2012,Junio,China,156,8,13,,21,"(6.171601,-75.427454)"
2012,Junio,Chipre,196,2,1,,3,"(4.697144,-74.140516)"
2012,Junio,Dinamarca,208,3,0,,3,"(3.541112,-76.384584)"
2012,Junio,Dinamarca,208,69,38,,107,"(4.697144,-74.140516)"
2012,Junio,Dinamarca,208,6,3,,9,"(6.171601,-75.427454)"
2012,Junio,Dominica,212,1,1,,2,"(4.697144,-74.140516)"
2012,Junio,Ecuador,218,583,786,,1369,"(0.25129,-76.875963)"
2012,Junio,Ecuador,218,9786,12037,,21823,"(0.814836,-77.662532)"
2012,Junio,Ecuador,218,143,131,,274,"(1.813928,-78.763924)"
2012,Junio,Ecuador,218,0,9,,9,"(10.445761,-75.516429)"
2012,Junio,Ecuador,218,11,15,,26,"(10.886611,-74.776708)"
2012,Junio,Ecuador,218,1,0,,1,"(12.586067,-81.702563)"
2012,Junio,Ecuador,218,1040,962,,2002,"(3.541112,-76.384584)"
2012,Junio,Ecuador,218,2488,4231,,6719,"(4.697144,-74.140516)"
2012,Junio,Ecuador,218,1,1,,2,"(4.815061,-75.736532)"
2012,Junio,Ecuador,218,596,623,,1219,"(6.171601,-75.427454)"
2012,Junio,Ecuador,218,4,8,,12,"(7.128456,-73.183637)"
2012,Junio,Ecuador,218,1,3,,4,"(7.927209,-72.507910)"
2012,Junio,Egipto,818,4,4,,8,"(0.814836,-77.662532)"
2012,Junio,Egipto,818,0,1,,1,"(3.541112,-76.384584)"
2012,Junio,Egipto,818,287,275,,562,"(4.697144,-74.140516)"
2012,Junio,Egipto,818,1,0,,1,"(6.171601,-75.427454)"
2012,Junio,El Salvador,222,2,1,,3,"(10.445761,-75.516429)"
2012,Junio,El Salvador,222,1,5,,6,"(10.886611,-74.776708)"
2012,Junio,El Salvador,222,0,1,,1,"(12.586067,-81.702563)"
2012,Junio,El Salvador,222,14,18,,32,"(3.541112,-76.384584)"
2012,Junio,El Salvador,222,963,1019,,1982,"(4.697144,-74.140516)"
2012,Junio,El Salvador,222,1,2,,3,"(4.815061,-75.736532)"
2012,Junio,El Salvador,222,14,23,,37,"(6.171601,-75.427454)"
2012,Junio,El Salvador,222,5,3,,8,"(7.128456,-73.183637)"
2012,Junio,Emiratos Árabes,784,2,0,,2,"(3.541112,-76.384584)"
2012,Junio,Emiratos Árabes,784,35,68,,103,"(4.697144,-74.140516)"
2012,Junio,Emiratos Árabes,784,1,2,,3,"(6.171601,-75.427454)"
2012,Junio,Eritrea,232,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Eslovaquia,703,0,4,,4,"(4.697144,-74.140516)"
2012,Junio,Eslovenia,705,3,0,,3,"(3.541112,-76.384584)"
2012,Junio,Eslovenia,705,4,1,,5,"(4.697144,-74.140516)"
2012,Junio,Eslovenia,705,1,0,,1,"(6.171601,-75.427454)"
2012,Junio,Estados Unidos de América,840,1974,1567,,3541,"(10.445761,-75.516429)"
2012,Junio,Estados Unidos de América,840,2437,1908,,4345,"(10.886611,-74.776708)"
2012,Junio,Estados Unidos de América,840,34,32,,66,"(12.586067,-81.702563)"
2012,Junio,Estados Unidos de América,840,5910,4360,,10270,"(3.541112,-76.384584)"
2012,Junio,Estados Unidos de América,840,485,402,,887,"(4.452882,-75.766298)"
2012,Junio,Estados Unidos de América,840,36242,31348,,67590,"(4.697144,-74.140516)"
2012,Junio,Estados Unidos de América,840,282,196,,478,"(4.815061,-75.736532)"
2012,Junio,Estados Unidos de América,840,8457,6640,,15097,"(6.171601,-75.427454)"
2012,Junio,Estados Unidos de América,840,276,177,,453,"(7.128456,-73.183637)"
2012,Junio,Estados Unidos de América,840,34,34,,68,"(7.927209,-72.507910)"
2012,Junio,Estonia,233,1,4,,5,"(4.697144,-74.140516)"
2012,Junio,Estonia,233,1,0,,1,"(6.171601,-75.427454)"
2012,Junio,Etiopia,231,1,1,,2,"(4.697144,-74.140516)"
2012,Junio,Filipinas,608,2,0,,2,"(3.541112,-76.384584)"
2012,Junio,Filipinas,608,2,5,,7,"(4.697144,-74.140516)"
2012,Junio,Finlandia,246,1,0,,1,"(10.886611,-74.776708)"
2012,Junio,Finlandia,246,1,0,,1,"(3.541112,-76.384584)"
2012,Junio,Finlandia,246,11,23,,34,"(4.697144,-74.140516)"
2012,Junio,Finlandia,246,1,0,,1,"(6.171601,-75.427454)"
2012,Junio,Francia,250,3,1,,4,"(10.445761,-75.516429)"
2012,Junio,Francia,250,1,2,,3,"(10.886611,-74.776708)"
2012,Junio,Francia,250,49,39,,88,"(3.541112,-76.384584)"
2012,Junio,Francia,250,2068,1649,,3717,"(4.697144,-74.140516)"
2012,Junio,Francia,250,62,47,,109,"(6.171601,-75.427454)"
2012,Junio,Francia,250,2,1,,3,"(7.128456,-73.183637)"
2012,Junio,Georgia,268,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Grecia,300,32,45,,77,"(4.697144,-74.140516)"
2012,Junio,Grecia,300,5,1,,6,"(6.171601,-75.427454)"
2012,Junio,Guatemala,320,2,3,,5,"(10.445761,-75.516429)"
2012,Junio,Guatemala,320,2,18,,20,"(10.886611,-74.776708)"
2012,Junio,Guatemala,320,31,41,,72,"(3.541112,-76.384584)"
2012,Junio,Guatemala,320,135,230,,365,"(4.697144,-74.140516)"
2012,Junio,Guatemala,320,4,12,,16,"(4.815061,-75.736532)"
2012,Junio,Guatemala,320,59,102,,161,"(6.171601,-75.427454)"
2012,Junio,Guatemala,320,1,3,,4,"(7.128456,-73.183637)"
2012,Junio,Guyana,328,1,0,,1,"(10.886611,-74.776708)"
2012,Junio,Guyana,328,1,0,,1,"(4.697144,-74.140516)"
2012,Junio,Guinea,324,0,1,,1,"(3.541112,-76.384584)"
2012,Junio,Guinea,324,0,5,,5,"(4.697144,-74.140516)"
2012,Junio,Guinea,324,0,1,,1,"(6.171601,-75.427454)"
2012,Junio,Guinea Ecuatorial,226,0,1,,1,"(3.541112,-76.384584)"
2012,Junio,Guinea Ecuatorial,226,2,4,,6,"(4.697144,-74.140516)"
2012,Junio,Guadalupe/Territorio Francés,312,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Haití,332,1,0,,1,"(10.445761,-75.516429)"
2012,Junio,Haití,332,0,3,,3,"(10.886611,-74.776708)"
2012,Junio,Haití,332,0,1,,1,"(3.893038,-77.067921)"
2012,Junio,Haití,332,5,7,,12,"(4.697144,-74.140516)"
2012,Junio,Haití,332,0,3,,3,"(6.171601,-75.427454)"
2012,Junio,Honduras,340,0,8,,8,"(10.445761,-75.516429)"
2012,Junio,Honduras,340,1,13,,14,"(10.886611,-74.776708)"
2012,Junio,Honduras,340,0,2,,2,"(12.586067,-81.702563)"
2012,Junio,Honduras,340,27,40,,67,"(3.541112,-76.384584)"
2012,Junio,Honduras,340,62,153,,215,"(4.697144,-74.140516)"
2012,Junio,Honduras,340,2,0,,2,"(4.815061,-75.736532)"
2012,Junio,Honduras,340,43,68,,111,"(6.171601,-75.427454)"
2012,Junio,Honduras,340,0,3,,3,"(7.128456,-73.183637)"
2012,Junio,Hong Kong,344,0,1,,1,"(3.541112,-76.384584)"
2012,Junio,Hong Kong,344,34,59,,93,"(4.697144,-74.140516)"
2012,Junio,Hong Kong,344,0,2,,2,"(6.171601,-75.427454)"
2012,Junio,Hungría,348,8,10,,18,"(4.697144,-74.140516)"
2012,Junio,India,356,22,29,,51,"(4.697144,-74.140516)"
2012,Junio,Indonesia,360,5,7,,12,"(4.697144,-74.140516)"
2012,Junio,Iraq,368,1,12,,13,"(4.697144,-74.140516)"
2012,Junio,Irán,364,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,República de Irlanda,372,2,2,,4,"(3.541112,-76.384584)"
2012,Junio,República de Irlanda,372,14,12,,26,"(4.697144,-74.140516)"
2012,Junio,República de Irlanda,372,1,0,,1,"(6.171601,-75.427454)"
2012,Junio,Islandia,352,1,0,,1,"(3.541112,-76.384584)"
2012,Junio,Islandia,352,2,3,,5,"(4.697144,-74.140516)"
2012,Junio,Isla de Man,833,1,0,,1,"(4.697144,-74.140516)"
2012,Junio,Israel,376,4,1,,5,"(3.541112,-76.384584)"
2012,Junio,Israel,376,249,143,,392,"(4.697144,-74.140516)"
2012,Junio,Israel,376,3,0,,3,"(6.171601,-75.427454)"
2012,Junio,Italia,380,11,6,,17,"(10.445761,-75.516429)"
2012,Junio,Italia,380,0,1,,1,"(10.886611,-74.776708)"
2012,Junio,Italia,380,109,38,,147,"(3.541112,-76.384584)"
2012,Junio,Italia,380,583,465,,1048,"(4.697144,-74.140516)"
2012,Junio,Italia,380,57,37,,94,"(6.171601,-75.427454)"
2012,Junio,Jamaica,388,2,2,,4,"(10.445761,-75.516429)"
2012,Junio,Jamaica,388,7,5,,12,"(3.541112,-76.384584)"
2012,Junio,Jamaica,388,42,44,,86,"(4.697144,-74.140516)"
2012,Junio,Jamaica,388,3,1,,4,"(4.815061,-75.736532)"
2012,Junio,Jamaica,388,161,97,,258,"(6.171601,-75.427454)"
2012,Junio,Jamaica,388,4,1,,5,"(7.927209,-72.507910)"
2012,Junio,Japón,392,1,0,,1,"(10.886611,-74.776708)"
2012,Junio,Japón,392,5,5,,10,"(3.541112,-76.384584)"
2012,Junio,Japón,392,61,69,,130,"(4.697144,-74.140516)"
2012,Junio,Japón,392,14,12,,26,"(6.171601,-75.427454)"
2012,Junio,Jordania,400,5,6,,11,"(4.697144,-74.140516)"
2012,Junio,Kazajistán,398,1,2,,3,"(4.697144,-74.140516)"
2012,Junio,Kenia,404,1,4,,5,"(4.697144,-74.140516)"
2012,Junio,Kenia,404,1,1,,2,"(6.171601,-75.427454)"
2012,Junio,Kuwait,414,1,1,,2,"(4.697144,-74.140516)"
2012,Junio,República de Kosovo,901,1,0,,1,"(4.697144,-74.140516)"
2012,Junio,Lituania,440,0,20,,20,"(4.697144,-74.140516)"
2012,Junio,Líbano,422,51,73,,124,"(4.697144,-74.140516)"
2012,Junio,Líbano,422,0,2,,2,"(6.171601,-75.427454)"
2012,Junio,Luxemburgo,442,6,2,,8,"(4.697144,-74.140516)"
2012,Junio,Madagascar,450,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Malasia,458,1,0,,1,"(3.541112,-76.384584)"
2012,Junio,Malasia,458,3,7,,10,"(4.697144,-74.140516)"
2012,Junio,Malasia,458,0,2,,2,"(6.171601,-75.427454)"
2012,Junio,Maldivas,462,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Malí,466,0,1,,1,"(10.445761,-75.516429)"
2012,Junio,Malta,470,3,5,,8,"(4.697144,-74.140516)"
2012,Junio,Marruecos,504,6,3,,9,"(4.697144,-74.140516)"
2012,Junio,Martinica/Departamento de Ultramar Francés,474,1,1,,2,"(3.541112,-76.384584)"
2012,Junio,Martinica/Departamento de Ultramar Francés,474,2,1,,3,"(4.697144,-74.140516)"
2012,Junio,México,484,22,24,,46,"(10.445761,-75.516429)"
2012,Junio,México,484,54,60,,114,"(10.886611,-74.776708)"
2012,Junio,México,484,3,2,,5,"(12.586067,-81.702563)"
2012,Junio,México,484,231,215,,446,"(3.541112,-76.384584)"
2012,Junio,México,484,6530,6085,,12615,"(4.697144,-74.140516)"
2012,Junio,México,484,18,22,,40,"(4.815061,-75.736532)"
2012,Junio,México,484,519,472,,991,"(6.171601,-75.427454)"
2012,Junio,México,484,25,26,,51,"(7.128456,-73.183637)"
2012,Junio,México,484,37,10,,47,"(7.927209,-72.507910)"
2012,Junio,República de Moldavia,498,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,República de Moldavia,498,1,0,,1,"(6.171601,-75.427454)"
2012,Junio,Mozambique,508,1,0,,1,"(4.697144,-74.140516)"
2012,Junio,Nicaragua,558,1,2,,3,"(10.445761,-75.516429)"
2012,Junio,Nicaragua,558,5,3,,8,"(10.886611,-74.776708)"
2012,Junio,Nicaragua,558,0,1,,1,"(12.5744111,-81.703935)"
2012,Junio,Nicaragua,558,0,3,,3,"(12.586067,-81.702563)"
2012,Junio,Nicaragua,558,9,15,,24,"(3.541112,-76.384584)"
2012,Junio,Nicaragua,558,12,40,,52,"(4.697144,-74.140516)"
2012,Junio,Nicaragua,558,4,9,,13,"(6.171601,-75.427454)"
2012,Junio,Nicaragua,558,0,1,,1,"(7.128456,-73.183637)"
2012,Junio,Nicaragua,558,0,1,,1,"(7.927209,-72.507910)"
2012,Junio,Nigeria,566,2,17,,19,"(4.697144,-74.140516)"
2012,Junio,Noruega,578,1,1,,2,"(10.886611,-74.776708)"
2012,Junio,Noruega,578,1,1,,2,"(3.541112,-76.384584)"
2012,Junio,Noruega,578,34,28,,62,"(4.697144,-74.140516)"
2012,Junio,Noruega,578,2,0,,2,"(6.171601,-75.427454)"
2012,Junio,Nueva Caledonia/Territorio francés,540,0,1,,1,"(0.814836,-77.662532)"
2012,Junio,Nueva Zelanda,554,0,1,,1,"(3.541112,-76.384584)"
2012,Junio,Nueva Zelanda,554,11,11,,22,"(4.697144,-74.140516)"
2012,Junio,Nueva Zelanda,554,1,1,,2,"(6.171601,-75.427454)"
2012,Junio,Omán,512,1,3,,4,"(4.697144,-74.140516)"
2012,Junio,Papúa Nueva Guinea,598,0,10,,10,"(4.697144,-74.140516)"
2012,Junio,Pakistán,586,0,1,,1,"(4.697144,-74.140516)"
2012,Junio,Panamá,591,12,33,,45,"(10.408582,-75.538003)"
2012,Junio,Panamá,591,349,357,,706,"(10.445761,-75.516429)"
2012,Junio,Panamá,591,984,1055,,2039,"(10.886611,-74.776708)"
2012,Junio,Panamá,591,0,1,,1,"(10.971302,-74.765397)"
2012,Junio,Panamá,591,0,3,,3,"(11.247723,-74.213989)"
2012,Junio,Panamá,591,1,8,,9,"(12.5744111,-81.703935)"
2012,Junio,Panamá,591,93,104,,197,"(12.586067,-81.702563)"
2012,Junio,Panamá,591,1682,1603,,3285,"(3.541112,-76.384584)"
2012,Junio,Panamá,591,7839,8446,,16285,"(4.697144,-74.140516)"
2012,Junio,Panamá,591,747,545,,1292,"(4.815061,-75.736532)"
2012,Junio,Panamá,591,2901,2693,,5594,"(6.171601,-75.427454)"
2012,Junio,Panamá,591,12,19,,31,"(6.228046,-77.404104)"
2012,Junio,Panamá,591,404,319,,723,"(7.128456,-73.183637)"
2012,Junio,Panamá,591,245,217,,462,"(7.927209,-72.507910)"
2012,Junio,Panamá,591,38,67,,105,"(8.635765,-77.346578)"
2012,Junio,Paraguay,600,0,1,,1,"(0.814836,-77.662532)"
2012,Junio,Paraguay,600,1,1,,2,"(10.886611,-74.776708)"
2012,Junio,Paraguay,600,6,14,,20,"(3.541112,-76.384584)"
2012,Junio,Paraguay,600,27,95,,122,"(4.697144,-74.140516)"
2012,Junio,Paraguay,600,4,23,,27,"(6.171601,-75.427454)"
2012,Junio,Perú,604,91,174,,265,"(-4.197703,-69.941278)"
2012,Junio,Perú,604,24,29,,53,"(0.814836,-77.662532)"
2012,Junio,Perú,604,3,9,,12,"(10.445761,-75.516429)"
2012,Junio,Perú,604,18,9,,27,"(10.886611,-74.776708)"
2012,Junio,Perú,604,167,204,,371,"(3.541112,-76.384584)"
